Word,Class
So Sterling bitch gotta he a hoe.. aye she paid and you're...mad? Dont blame the bitch. She half black.,Offensive
So am I the only cracker up playing his guitar (thank you @Tampa_Rick ) on this Saturday night?,Non-offensive
So apparently me &amp; Eric fucced &amp; I be just fuccing every nigga &#128514;&#128557; GREAT but y'all bitches NOT whoppin &amp; talkin behind BLOCCED twitters,Offensive
So at work today I got called a cracker ass bitch. Lol,Offensive
"So basically I reflected a lot on how for now, I make fire my bitch day to day.",Offensive
"So bitch shoot me a look, it better be a blank stare, or get shanked in the pancreas",Offensive
"So buy another round, they tried to shut us down bout an hour ago, but we still in this bitch. Early not late!!! Follow @217Emmanuel",Offensive
So excited for this white trash bash party tonight &#128540;&#127867;,Offensive
"So excited for tomorrow &amp; Saturday, &amp; then just being a lazy bitch on Sunday. &#128076;",Offensive
So far I've only seen 3 bad bitches talkn bout Mansion &#233;lan .. Wtf is up!!,Offensive
So far today every time I try to load an article from the Blaze on Twitter the site crashes. WTF is Selibus doing now the cunt,Offensive
So fucking thirsty for a championship that they welcome a fucking traitor with open arms.... Haha fucking no heart ass pussy organization,Offensive
So ghetto.,Non-offensive
So glad I found a good girl and don't have to deal with these wild ass hoes they have nowadays.. Ratchets.,Offensive
"So i bought condoms for my party at rite aid and the lady gave me a dirty look, just now i came back and bought trash bags #imagineherface",Non-offensive
"So if I had dreads, tattoos AND a beard Id get all the bitches??",Offensive
So if a girl gets drunk and does some hoe shit...it's rape now???,Offensive
So is the term wigger. If someone chooses to listen to hip hop and act a certain way it's cause of his interests not race,Offensive
So jealous of my parents and Bryce gone to rednecks with paychecks for the weekend I should've gone &#128520; http://t.co/F0mZQjWcRp,Offensive
So jus don't be faithful cus u never kno what your bitch doing lmao,Offensive
So just chill hoe,Offensive
"So let's see what you look like in the AM without the 10 filters and colored contact lenses, your followers are dying to know 

@uberfoxy",Non-offensive
So many bitches in one sentence #fixitjesus,Offensive
So many bitches think they're so much hotter than they are,Offensive
So many hoes whipped you would have thought we were still in slavery,Offensive
So many shady bitches. THE SECRET THIRST IS ALIVE,Offensive
So many weird people in the ghetto at this time.,Non-offensive
So much for #UCLA being the team to beat they are trash,Non-offensive
So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!,Offensive
So much white trash at this demo derby &#128514;&#128079; &#127482;&#127480;,Non-offensive
"So my coworker is yellin at my other coworker and I so I'm like ""Who you talkin to? Cuz it's not me"" then she wanna bktrack like no bitch",Offensive
"So my daughter seen Charlie Villanueva... Questions on 1,000 &#128514;&#128514;&#128514;&#128514;",Offensive
So my dumb ass screams fuck the redskins in this big ass echo filled parking garage,Offensive
"So my light was off &amp; door was closed , mom walks in turn lights on . Tells me to take trash out in the morning . then walked out.. Light on",Non-offensive
"So my mom told me she put my ""drug paraphernalia"" in the trash. The shitty life of a stoner with a cop mom. Im pretty upset.",Offensive
So niggas wanna be bitches and shit wearing flowers and shit smh y'all niggas gay!,Offensive
So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,Offensive
So now ain't nobody got a type you all like bad bitches huh...well why yo baby momma never mind,Offensive
So now been trill is trash cus asap said so &#128533; ok,Offensive
So now he wanna LIE !? &#128514;&#128557; he's a fuccing joke &#9995;&#128564; ajay gotta whole bitch but oml trynna argue wit me &amp; shit like FIR WHAT BOI !?,Offensive
"So people here donate plasma to feed their drug addiction... I donate because I get money, and I save lives.

Whaddup bitches &#128129;",Offensive
"So pissed I forgot that Saiyan bitches infio. She gave ne her IG tioo,. FUCK",Offensive
So real it's unreal LOL #Yankees #WorldSeries #27andCounting #MLB #MLBtheShow12 http://t.co/tdMrBsnP,Non-offensive
So scared for orientation.I hate meetin new people.They're gonna think im this quiet girl but really im the craziest bitch they'll ever meet,Offensive
So sick of you fake ass hoes,Offensive
So some bitch flipped me off for letting her infront of mee... Okay.,Offensive
So some pussy don't cream when they cum?,Offensive
"So the Flash pops is the Dawson pops. 

I think he mighta actually killed the mom. 

Cuz Gail was a lying, cheating bitch.",Offensive
So this dumb bitch had an opinion bout wtf I post on my instagram the time it took to write a post&#8230; http://t.co/NUzmxspxUS,Offensive
So tired but mom is making me stay up until she is finished drinking another beer. She better chug that shit,Offensive
"So to the fat, toothless, sack chasing bitch that just yelled at me from her busted ass van window. Fuck off and get a real job",Offensive
"So toodles to you bitches , goodnight! &#127769;&#9729;&#65039;&#127776;&#128164;&#9996;&#65039;",Offensive
"So was chris brown talking bout hisself when he said ""these hoes ain't loyal ?""",Offensive
"So we are not even two full games into the season, and the fairweather whining is already in full effect? #Yankees",Non-offensive
"So weird how the word ""cunt"" is offensive in other countries, yet in this country it's a reference to somebody.. Like ""who's this cunt?""",Offensive
"So what if she a hoe in her city. If she make you happy, move her to Montana and be happy for the rest of y&#8217;all days.",Offensive
So yall give farwells to Lulu yet did all but shit on Kris? Ok bitches... ok,Offensive
So yall hoes still surfboard'n in the tub or nah?,Offensive
So yesterday I ran into a dude I went to high school with &amp; he used to be skinny as hell. Now? Omg. Same fucker who slit my tires years ago.,Offensive
"So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie &amp; Wish... you wanna watch hillbillies shoot pumpkins",Offensive
So you females feel like it's ok to dress like a hoe? Smh I just hope I don't have a daughter please god http://t.co/2uaWusHHYE,Offensive
So you still don't suck dick or eat pussy in 2014?,Offensive
"So, #brony-folk far and wide are throwing bitch fits over #EquestriaGirls. I must be the only one who isn't. It looks interesting to me.",Non-offensive
"So, I can get into something closely approximating the full bird of paradise yoga pose. TIME TO MAKE MY RAGDOLL COSPLAY",Non-offensive
"So, about this flappy bird game then.",Non-offensive
"So, are the Olympics over in Brazil yet or what? I mean, yay sports! What? Stop looking at me like, &#8220;What are you, queer?&#8221; #GoRedskins?",Offensive
So...Hello Kitty is really a Chicken Boo bitch?,Offensive
Soap. I wish some pussy tho RT @ImJustCeej: What does your beard smell like?,Offensive
"Social media post about rival social media app. I shall never let the word ""edited"" appear next to my Facebook status. Double read it bitch.",Offensive
Social networks will ruin a bitches game.,Offensive
Sock the pussy like I'm vegeta,Offensive
Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War,Offensive
Soft niccas usually send the hate thru the bitches jealous Instagram niccas hatin on ya pictures -- @Therealkiss,Offensive
Soft niggas usually send the hate threw the bitches,Offensive
Sold weed to a bitch who's gonna be a lawyer.. Bet she'll have a niggas back..,Offensive
Sombody bring me some pussy,Offensive
"Some ""don't cross me"" bitches",Offensive
Some Army females just bitch about everything ..,Offensive
Some Douche cubs redneck cubs fan freaked out asking if bites..... No you bloody BERK!!! He's like the&#8230; http://t.co/ulc6CMVtki,Non-offensive
Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.,Non-offensive
Some are oval and some are pink some are blue and some are just yellow,Non-offensive
Some bitch niggas in drumlin just sprayed me with water and ran away #fucking #pussies,Offensive
Some bitches are relentless. You can curve her a hundred times and she still wants the dick,Offensive
Some bitches barely respect themselves,Offensive
Some bitches curve game be too serious,Offensive
"Some bitches just have NO luck with men lmao.. Maybe YOU'RE the problem sweetheart, it can't all be our fault lol",Offensive
Some bitches need to get a life &#128175;&#128079;&#128524;,Offensive
Some bitches truly ain't shit !,Offensive
"Some black people live in an entirely different world where everything is peaches and cream, apparently. Take off the rose colored glasses.",Non-offensive
Some call it trickn i call it hangn out ima handle my business n knock dat pussy out &#128049;&#128166;&#127814;,Offensive
Some croquettes for you hoes,Offensive
Some girls think being a bitch and having an attitude is attractive. Who tf made you think that??,Offensive
"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher"".",Non-offensive
Some ho hitting on my wife lol,Non-offensive
Some hoes that tweet just make me mad lol,Offensive
Some lying ass hoes lol,Offensive
Some movies are made to facilitate dudes to pick girls up. Think out side the box lil nigguh,Offensive
Some niggah said sugapuss to me lastnight &#128569;&#128569;&#128569;,Offensive
"Some niggahs save hoes, I aint that heroic.",Offensive
Some niggas beat a bitch to get a point across some mentally fuck w/ her some just ignore it ...,Offensive
Some niggas save hoes,Offensive
Some of the ice melted in my car cause the dumb fuck at 7/11 decided he wanted to strike up a conversation wit a fat ugly bitch smfh,Offensive
Some of these hoes are loyal,Offensive
Some of these hoes deserve a kick in their vagina.. Lucky i aint tryna loose my shoe!,Offensive
Some of these hoes need to hop off those high horses they seem to be riding 24/7 &#128529;&#128075;&#128293;,Offensive
Some of these hoes out here for everybody.,Offensive
Some of these hood negros don't deserve bail money the way they be visiting jail.,Offensive
Some of these niqqa a straight pussy whipped &#128165;,Offensive
Some of these sex gifs are fucking retarded,Offensive
Some of y'all females undercover hoes,Offensive
Some of yall gorgeous women ain't so gorgeous when we realize you got a ugly bitch attitude.,Offensive
"Some of yall just ""popular"" cuz of yall name . These bitches be ugly",Offensive
Some of you bitches are DUMBBBB,Offensive
Some of you girls should be wifey for Halloween. Since some of y&#8217;all been hoes all year.,Non-offensive
Some people are bitch ass niggas &amp; you should just stay far away from,Offensive
Some people are so constantly pessimistic. It's so unattractive. Like if you have that much to bitch about why don't you start changing?!?,Offensive
Some rednecks just raced down the freeway &gt;_e,Offensive
Some thots will just never learn &#128533; gooooo awaaaaay hoe,Offensive
"Some women, are straight bitches.",Offensive
"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall",Offensive
Somebody help her &#128514; &#8220;@__DiaryOfABoss: @Kicks_N_Benjis bitch nigga bye you just want something to say&#8221;,Offensive
"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship",Offensive
"Somebody tell these nigggas I'ma keep fuckin they hoes, I'ma keep rockin these shows",Offensive
Somebody tell these pussy niggas I got em,Offensive
Somebody tell these pussy niggas I got em I got em,Offensive
"Somebody toss this bitch a Dasani or something, gurl is #THIRSTY",Offensive
"Someone at my household wants to die. I get all excited to enjoy a couple of Oreos, but someone left ONLY ONE. ONE FRIGGIN' OREO. &#128545;&#128548;&#128544;&#128298;&#128299;",Non-offensive
Someone bitch slap me into the lake if you see me on FB tomorrow. I suspect my hard core GOP friends will be all over this.,Offensive
Someone came up &amp; told me that I pulled hoes today. I was pissed just because thats so fucking false that its sad.,Offensive
Someone come take these brownies away from me before I eat the whole pan!,Non-offensive
Someone needs to get this boring Nike fag off the stage.,Offensive
Someone please bring me Goldfish crackers,Non-offensive
Someone probably told him 6 God was trash.,Offensive
"Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers.",Non-offensive
Someone shut this beaner up please.,Offensive
Someone tell @RSherman_25 his dreads are part of the uniform. I'd pull your hair too. Why are you trash talking? Cut your Doodoo braids.,Offensive
"Someone tell me where the drinks at. Where the bitches at. You fucking on the first night, meet me in the back. #game",Offensive
Someone tell the royals to stay home there trash&#128553;,Non-offensive
Someone tell this bitch to stfu,Offensive
Someone tell this hoe to turn on lion king,Offensive
Someone told Iggy Azalea she stunk as a child cause this bitch still upset yo it ain't even that deep,Offensive
"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @binniemouse was dying lol",Offensive
Something funny here? RT @Peachpapayya: &#128514;&#128514;&#128514; RT @MidCityAce: Control your excitement sir... &#8220;@11wdNICK: Lets gooooo Teena bitch!!!&#8221;,Offensive
Something like a perfectionist even check my horoscope bitch,Offensive
Sometime I wish I wasn't colored,Non-offensive
Sometimes I feel like being really nice to everyone then I'm just like wait you're all bitches anyway soooo,Offensive
Sometimes I just want someone to bitch to about a shitty day,Offensive
"Sometimes I wake up on the ceiling , the floor , outside , near a trash can, on your mom, in Hollywood somewhere, in a ally somewhere",Non-offensive
"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house.",Offensive
Sometimes a bitch needs to struggle to get where she going RT @odotkay: @viaNAWF sometimes. Some shit just an extra $30.,Offensive
Sometimes females are just fucking retarded bro. I swear I just want to kick y'all in the ovaries.,Offensive
"Sometimes ppl stay married cuz it's convenient. When u constantly bitch &amp; complain &amp; sleep in separate rooms, it's time to reevaluate.",Offensive
Sometimes u gotta knock a nicca out tho #IJS #FreeCB,Offensive
Sometimes you don't wanna fuck the bitch but her head so good you end up fucking,Offensive
Sometimes you gotta block a bitch because damn they annoying,Offensive
Sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on,Offensive
"Sometimes, even I gotta tell these hoes to grow up smh",Offensive
Son of a bitch,Offensive
Son of a bitch #thunder,Offensive
Son of a bitch I can't wait till baseball is back. #AmericasPastTime,Offensive
Son of a bitch...,Offensive
Son why is our mail lady so ghetto &#128529;,Offensive
Sone of y'all bitches need morning glory milk baths &#128514;&#128514;&#128514;,Offensive
Sonnen is a faggot,Offensive
Sonoma County cannot handle the Gutto Style straight up north bay is pussies forever,Offensive
"Soon @fuckeveryword will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots.",Offensive
Soon as da money gon dem bitches leavin..You get locked up she ain't gon visit ya neither,Offensive
Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @Bekkalina13,Non-offensive
Sooooooo true but I'm the pussy monsta http://t.co/2vhaCeQ4,Offensive
"Sore Loser Charlie Crist Won&#8217;t Give Concession Speech, Calls For Recount http://t.co/MVhecTyUYs #tcot #pjnet",Non-offensive
"Sorry Sam, I went to @elonuniversity RT @wulfpacksam83: Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game.",Non-offensive
Sorry about the spam but I dare you to search nigger on Twitter and not laugh. Impossible.,Offensive
Sorry all my fellow negros,Non-offensive
Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me,Offensive
"Sorry hoes, but L.O.V.E. does not stand for Legs. Open. Very. Easy",Offensive
Sosa on the beat ho,Offensive
Sound like a REAL NIGGA TO ME &#8220;@SankPankSimona: Keith stood under the monkey bats looking up girls skirts during recess time. Fucking creep&#8221;,Offensive
Sounded like a bitch but whatever,Offensive
Sounded like a god damn bear just fell out of my trees. Might be time to stop pissing outside and @Rorschach7 piss bucket up in this bitch.,Offensive
Sounds like a hoe,Offensive
Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.,Non-offensive
Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.,Offensive
Space brownies &#128125;,Non-offensive
Spark these bitches interests.,Offensive
Speak to my face you fake bitches.,Offensive
"Speaking of '09, that years pussy was phenomenal.",Offensive
"Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin 2 birds with one stone!! #merica",Non-offensive
Speaking of. RT @KingHorseDick: A lot of them backpage hoes don't like fucking black guys so I never went thru with it,Offensive
"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2",Non-offensive
"Spell my name right, bitch. Then we'll talk",Offensive
"Spendin money that we saved, stackin ones like bricks hittin bitches like Craig, watchin ass CLAP! #MorningStuSesh #10AMinFairview",Offensive
"Spending money on these hoes , nigga you aint fuck SHIT &#10071;&#65039;",Offensive
Spics are half breed trash. No filthy native should be allowed to speak to any European.,Offensive
Spiff tryna hoe,Offensive
Spittin Crystal in a bitch face was Larry Johnson's funniest moment in my book. Sue me for having a sense of humor.,Offensive
Spongebob ass niccas fr,Offensive
Spring breakkkk bitches &#128513;,Offensive
Spring is almost here.. &#171;@Me1st_u_last I realized that my collection of hoes has severely decreased &#128530;&#128530;&#128530;&#128530;&#187;,Offensive
Squidward in the face ass bitch,Offensive
Stafford trash without Megatron #fantasyfootballproblems,Non-offensive
Stafford you pussy,Offensive
Starks being a faggot,Offensive
Start punching hoes in they esophagus and shit.,Offensive
"Started wit Hanna Montana hoes....
.... Now im fuckin all of Nick Cannon hoes",Offensive
Started with 100 bricks now I'm sold out bitch,Offensive
Stay home then bitch fuck u,Offensive
"Stay pooned, #bitches.....",Offensive
Stay warm &#10052;&#65039;&#127744; #beanies #sweaterweather #booty4ever http://t.co/zPTCkqybAM,Non-offensive
Stay witcha nasty little hoes who don't do shit for you.,Offensive
Stayin up late to watch #Ichiro #Yankees,Non-offensive
Step Up All In was so horrible that bitch went straight to dvd &#128514;&#128514;&#128514;,Offensive
Step up and take your oppurtunity! #freshfaces #iubb #hoosiers,Non-offensive
"Step up in the club smoothly with the L in my hand, bitches know I'm a freak like the elephant man",Offensive
Stephan A Smith saying Jay Cutlers shouldn't be a MVP candidate is just straight up retarded,Non-offensive
Stephen the threat about your brother doesn't scare me. Quit runnin your fuckin mouth &amp; you won't have to hide behind your brother bitch boy,Offensive
Stern fixed the image of the league.. NBA players not knocking they bitch out in elevators.,Offensive
Steve Calvin Annis cunt http://t.co/8S0cIl5z,Offensive
Steve McNair got murdered by his side bitch man life is crazy,Offensive
Stevie J my nigga &#128175;&#128175; bitch be on ten,Offensive
Stfu hoe &#128079;&#128524;,Offensive
Stfu kenya! U make me sick. Lonely desperate bitch.,Offensive
Stiff armed his hoe ass lmao,Offensive
Still can't see what niggers see in them white hoes....,Offensive
Still confused why King ordered two tranny hookers to the party last night..,Offensive
Still don't give a fuck bout a bitch or her dude,Offensive
Still downtown with these bitches.,Offensive
"Still really confused re #humplayproblems i think lucricus
Is a fag dagger",Offensive
Still waiting for oomf to hit that hoe lololol,Offensive
Still wit the Same bitches to the death of me&#128553;,Offensive
Stolen from cream_2fly3xl lol but really guys I'm giving classes on keeping that bitch who's registering&#8230; http://t.co/HZAORfuv5X,Offensive
"Stomach is hurting, I'm starving for some early morning pussy. &#128527;&#128527;",Offensive
Stoni is a fuckin queer...,Offensive
"Stood outside for 5 minutes to take a phone call, went back in and looked in the mirror and saw a Somalian. Fuck the sun lil punk ass bitch",Offensive
"Stop Smokin' Bathsalt, Charlie Brown! #rejectedpeanutsspecials",Non-offensive
Stop Twatching me bitch.,Offensive
"Stop actin like yu just started wearin ya uggs, bitch I seen you break em out in August",Offensive
Stop being a hoe,Offensive
Stop giving these hoes half azz Dick plow it deep make her scream nd cream http://t.co/hwBWj9ui,Offensive
"Stop hatin niggah , I got ya girlfriend callin you a hater niggah &#128514;&#128514;&#128514;",Offensive
Stop lettin them messy hoes mess with your business.,Offensive
Stop rt'ing Celtics trash please,Non-offensive
Stop sayin my gov. Name fuck wrong widd u bitch is u stupid,Offensive
"Stop snitching faggot &#8220;@OGSITTI: ""I'll snap you a nude but promise you won't screenshot""

""Don't worry baby I won't"" http://t.co/J8jDIC3wvg&#8221;",Offensive
Stop spoiling U fags,Offensive
Stop trying to be down honky http://t.co/0MALBNDkn9,Offensive
"Stop using the word ""redskin(s)"".",Offensive
Stop whacking off in the shower queer boy! @Ilovebamf,Offensive
Strapped up fasho cause Iont trust no hoe,Offensive
Stress stress go away. Come again never you fucking bitch,Offensive
Strong jaw ass bitch,Offensive
Strong pussy RT @SirRatchettness: Yall think Ciara got good pussy?,Offensive
Stu a rape faced faggot man I'm sick of this nigga,Offensive
Stuck up serious bitches are possibly the worst type of girls. Ever.,Offensive
"Study by Center for Biological Diversity called (taxpayer funded) Ivanpah a &#8220;mega-trap&#8221;-will kill 28,000 birds year. http://t.co/xPXEhne29E",Non-offensive
Studying for this bio test like a hoe &#128554;,Offensive
Stunt on these hoes like&#128514;&#128514;&#128175; https://t.co/E35Igelt4w&#8221;,Offensive
Stupid and ain't got hoes #ShmediumProblems,Offensive
Stupid ass Alex. Scary little bitch. THROW IT!,Offensive
Stupid ass hoe,Offensive
Stupid bitch,Offensive
Stupid bitch &#128545;,Offensive
Stupid bitch at Church's didn't give me my fucking BBQ sauce so now I gotta eat some dry ass chicken strips &#128531;,Offensive
Stupid bitch should have stayed home &#128545;&#128530;,Offensive
Stupid bitches deserve to be treated like a stupid bitch,Offensive
Stupid bitches&#9995;&#128529; &lt;&lt;&lt; FUCK . &#128530;,Offensive
Stupid bitches.,Offensive
Stupid bitches. Fucking skanks. Dumb hoes.,Offensive
Stupid cunt bitch on the road,Offensive
"Stupid freshman bitches that walk like slow as hell and u can't get around them, hurry the fuck up sloth",Offensive
Stupid fucking cunt,Offensive
Stupid hoe is so wack &#127926;&#128526;,Offensive
Stupid lil bitch !! Really think I'm trippen &#128514;&#128514; You outttta pocket with this pimpinnn,Offensive
"Stupid people talking smack on ""Uncle Tim Tom"" are the same ghetto fools w/no future. I'm surprised u ignorant niggaz even read or write.",Offensive
Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS,Offensive
Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde,Offensive
Sub tweeting and uoeno lol bitch,Offensive
"Subtweet me one more time, you dirty chink whore",Offensive
"Subtweeting little bitch ""taking the high road""",Offensive
Subtweettweettweettweet cuz skinny niggah but my dick long,Offensive
Such a trash episode of the walking dead tonight.,Non-offensive
Suck my dick so good I'm like god dam you dirty bitch,Offensive
Suck my super monkey balls,Offensive
Suddenlink is trash. Y'all know how important Bubble Guppies is to our day?,Non-offensive
"Sum of y'all kno y'all be on lock but talking bout ""bitch I ain't doing shit tonight ho I'm tired"" &#128514;&#128557;&#128514;&#128557;&#128514; http://t.co/H5P2YxSu1h",Offensive
Summer hoes turn into winter wifeys,Offensive
Summer hoes turning into winter wifeys &#128553;,Offensive
"Summer is over, so all you half naked hoes are gonna have to find a personality now. &#128129;",Offensive
"Summer time bitch, always wild http://t.co/pMorgLh2KP",Offensive
"Sumn wrong wit da pussy, een tho I ain't gonn hit it Ima still make sure dat she gushy",Offensive
Sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league.,Non-offensive
Sup bitches,Offensive
Super handsome guys can literally be broke af with no career and some horny bitch will support him into bankruptcy lol,Offensive
"Superman your ho, eyyyy",Offensive
Supporters of officer Darren Wilson rally in St Louis http://t.co/HtfgJJ7kYt #ferguson #kkk #tcot #tpot #teabaggers #teaparty,Non-offensive
"Sure I got a nice car, a 60 inch tv, stainless steel appliances in my apartment and a few thousand twitter followers but I ain't got no hoes",Offensive
Sure wish my nose would stop dripping.....this sick shit is for the birds,Offensive
Surprise bitch &#128526;,Offensive
"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources http://t.co/EtDKzFrRzK",Non-offensive
Surrender of Divinity - Conquerors of the Apocalypse: http://t.co/9Qv5RsY1p3 via @youtube &gt;Oriental Black Metal Hell!!,Non-offensive
"Suzan are you really going to make me get off this sofa to find some damn silverware, by golly you old bitch.",Offensive
Swag bitch #gratata http://t.co/aGswEopebp,Offensive
Swag fags who gags lml nd y'all Niggaz wanna ce swagged up foh I'm Gxxd I'll stay g'd up http://t.co/G8NRVdmXQh,Offensive
Swag killed the bitch like Columbine,Offensive
Swap meet bound #beaner,Non-offensive
Swear to god man niggas talk more than bitches these days,Offensive
Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn &amp; Charlie Daniels at the same time? #morningjoe,Non-offensive
Sweet MiLF in white lingerie has her hose ripped and her pussy&#160;pounded http://t.co/CMacswjN5A,Offensive
Sweet and innocent schoolgirl Minami Asaka&#180;s pussy&#160;eaten http://t.co/DNxBLKrQ45,Offensive
"Sweet baby birds, you crack me up. ~~ Houston Foodlovers http://t.co/2Idh4BatO1",Non-offensive
Sweet innocent teen clothes ripped and pussy fingered&#160;hard http://t.co/SiGRlukdaa,Offensive
"Sweet yellow bone thang, I call her Honey mustard... http://t.co/IsFduDu9bx",Non-offensive
Sweet! Just found that box of Twinkies I bought last year for $225.00! I bet its at least tripled by now! Such a no-brainer buy!,Non-offensive
Sweetheart to a lady but I'm hard on a hoe! &#128526;,Offensive
Swing on her RT @CallHerEbby: I really don't like this woman. Old hag ass bitch.,Offensive
Switch A Roo yo hoe let me hit her,Offensive
Switcharoo on yo main bitch me and my NIGGGA hell naw we don't date hoes,Offensive
Switcharoo yo hoe!,Offensive
Switcheroo on yo main bitch me and my nigga hell naw we don't date hoes,Offensive
Switcheroo on yo main hoe hell naw me and my Nigggas don't save hoes,Offensive
Sydney on this hoe asking dumb ass questions,Offensive
T talked sooooo much shit today that he would mop the floor with Kyle and I. We both ended up raping his time. #bitch,Offensive
T up bitch no chaser needed Tsu HC2k14 http://t.co/YXHDIszIMl,Offensive
TCBY with these hoes &#128149; || @arabellaann @jackireininga http://t.co/aUVQnOGvdY,Offensive
TK fucking money bitch,Offensive
"TLC's Chilli and her bullied son have the same moustache and seem to share clothes. Yer in the public eye! STOP CRYING, ya flaky bitch.",Offensive
TMZ hoes http://t.co/J0lWD4S9d5,Offensive
"TRUST ME #Seattle&gt; WE GIVE #Thanksgiving it's DUE&gt; A huge, flightless bird? Dream come true for European bird eaters.......",Non-offensive
TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt; #Spartacus #Rome,Offensive
TURNT up with yo bitch in a house party,Offensive
TV makes these hoes seem more attractive. *yawns*,Offensive
TWITTER IS JUST LIKE REAL LIFE...filled with pussies.,Offensive
"TWITTER NEWSFLASH : do NOT ever visit Easton, pburg area, theirs hoes with diseases and niggas so thirsty gatorade would be worth trillions",Offensive
Taco Bell is super trash when you're sober,Non-offensive
Tail light out not giving a fuck Rollin up on a bitch wit da head lights off,Offensive
"Take a bitch to Soho for some froyo, tell her she gon blow it, Romo",Offensive
Take off you fucking hoser!,Offensive
"Take that and shove it up your ass, @KeithOlbermann #Yankees #DerekJeter",Offensive
Take yo bitch on a dinner date then I paint her face,Offensive
Take yo hoe ass to sleep,Offensive
Taking out a second mortgage and betting it all on the Yankees winning the World Cup. They win a lot; seemed like a no-brainer to me.,Non-offensive
Taking pics I'm the school bathroom is fucking stupid #retards,Offensive
Talk about me behind my back &#128534;I hate that pussy shit.,Offensive
Talk about pussy power &#128530;,Offensive
"Talk alot of shit, but if I want ill put u on the spot so don't test me bitch!",Offensive
Talked to Deigo last night my dawg good like that bitch Maegan,Offensive
"Talkin brokanese, I took yo bitch and broke her knees",Offensive
Talking Angela is a hoe,Offensive
Talking shit like a hoe about huh so like a man ima murk you wen I see you,Offensive
Tanning with my main bitch,Offensive
"Tarantulas are dope but the spiders that are small n can kill you.. Fuck dat RT @BkRaised718: Spiders arent scary, sheesh y&#8217;all some pussies",Offensive
Taria the filterless sis.dari the angelic sis.im the big bro lol and jigg lil bro&#128553;,Non-offensive
Tarzan out dis hoe http://t.co/LGmSbs4s68,Offensive
Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;,Non-offensive
Taught ma lil niggah how to treat a girl,Offensive
Taught me how to hate a bitch,Offensive
Taylor Swift looks like the kinda bitch you would bring home and only get a dry handjob from,Offensive
Tbt nigguh http://t.co/opuvGy5BJF,Offensive
Teach me RT @IntellectsRUs: You really be fucking bitches brah?,Offensive
"Teacher: ""WHY AM I HEARING TALKING!?"" ... Because you have ears bitch.",Offensive
"Teacher: You had all weekend to do you homework! Me: Uhm, sorry bitch but I have a life..",Offensive
Teairri Marie is crazy..The poor girl ain't do anything to her..bitter ass bird,Offensive
Team john in this bitch &#128588;&#128588;,Offensive
Technically all the niggas that touched her raped her an when she see she trendin on this bitch she callin the cops lmao,Offensive
"Technology ain't doin nothing, but making these hoes look better",Offensive
Teen gets all her holes penetrated and even fists her own&#160;twat http://t.co/8yE0RTk7xc,Offensive
Tell a bitch GTFO my face fa no reason,Offensive
Tell a hater I said fuck you tell your bitch I said fuck you,Offensive
Tell a itty bitty bitch pipe down,Offensive
Tell dem THOT bitches im NOT right !!,Offensive
Tell me that that pussy is mineeeee,Offensive
Tell that hating ass niggah to shut the fuck up,Offensive
"Tell them hoes ""I'm all friended out""",Offensive
"Tell them hoes come here , cause it look like they forgot bout me , but the fact that they aint seen me , that should say alot bout me",Offensive
"Tell them lie speakin lips they should try pleadin 5ths, more often bitch and refer to me as your awesomeness.",Offensive
"Tell them skinny hoes bounce, bring them thick bitches back",Offensive
